"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:08:48,4162875","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\Globalization\Sorting","SUCCESS","IndexNumber: 0x10000000007e6"
"15:08:48,4163108","GPU-Z.exe","1748","FileSystemControl","C:\Windows\Globalization\Sorting","SUCCESS","Control: FSCTL_FILE_PREFETCH"
"15:08:48,4163314","GPU-Z.exe","1748","CloseFile","C:\Windows\Globalization\Sorting","SUCCESS",""
"15:08:48,4164727","GPU-Z.exe","1748","CreateFile","C:\Windows\System32","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4165166","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\System32","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4165403","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\System32","SUCCESS","IndexNumber: 0x10000000009e2"
"15:08:48,4165645","GPU-Z.exe","1748","FileSystemControl","C:\Windows\System32","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"15:08:48,4166444","GPU-Z.exe","1748","CloseFile","C:\Windows\System32","SUCCESS",""
"15:08:48,4167848","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\catroot","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4168252","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\System32\catroot","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4168489","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\System32\catroot","SUCCESS","IndexNumber: 0x10000000009e9"
"15:08:48,4168726","GPU-Z.exe","1748","FileSystemControl","C:\Windows\System32\catroot","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"15:08:48,4169143","GPU-Z.exe","1748","CloseFile","C:\Windows\System32\catroot","SUCCESS",""
"15:08:48,4170565","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4171004","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4171232","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}","SUCCESS","IndexNumber: 0x10000000009eb"
"15:08:48,4171478","GPU-Z.exe","1748","FileSystemControl","C:\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"15:08:48,4172105","GPU-Z.exe","1748","CloseFile","C:\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}","SUCCESS",""
"15:08:48,4173470","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\drivers","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4173843","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\System32\drivers","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4174067","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\System32\drivers","SUCCESS","IndexNumber: 0x1000000000a16"
"15:08:48,4174304","GPU-Z.exe","1748","FileSystemControl","C:\Windows\System32\drivers","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"15:08:48,4174721","GPU-Z.exe","1748","CloseFile","C:\Windows\System32\drivers","SUCCESS",""
"15:08:48,4176126","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4176538","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4176766","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64","SUCCESS","IndexNumber: 0x1000000000e09"
"15:08:48,4177003","GPU-Z.exe","1748","FileSystemControl","C:\Windows\SysWOW64","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"15:08:48,4177671","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64","SUCCESS",""
"15:08:48,4178978","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\ru-RU","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4179391","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\ru-RU","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4179624","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\ru-RU","SUCCESS","IndexNumber: 0x1000000000ed6"
"15:08:48,4179861","GPU-Z.exe","1748","FileSystemControl","C:\Windows\SysWOW64\ru-RU","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"15:08:48,4180374","GPU-Z.exe","1748","CloseFile","C:\Windows\SysWOW64\ru-RU","SUCCESS",""
"15:08:48,4182534","GPU-Z.exe","1748","CreateFile","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4182986","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4183223","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2","SUCCESS","IndexNumber: 0x10000000036f4"
"15:08:48,4183460","GPU-Z.exe","1748","FileSystemControl","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2","SUCCESS","Control: FSCTL_FILE_PREFETCH"
"15:08:48,4183670","GPU-Z.exe","1748","CloseFile","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2","SUCCESS",""
"15:08:48,4185233","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\ntdll.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4186247","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\System32\ntdll.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4186492","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\System32\ntdll.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4186725","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\System32\ntdll.dll","SUCCESS","IndexNumber: 0x1000000006963"
"15:08:48,4186958","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\System32\ntdll.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4187164","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\System32\ntdll.dll","SUCCESS","AllocationSize: 1 732 608, EndOfFile: 1 731 936, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4187585","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\System32\ntdll.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4188819","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\wow64.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4189828","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\System32\wow64.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4190065","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\System32\wow64.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4190280","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\System32\wow64.dll","SUCCESS","IndexNumber: 0x1000000006d7f"
"15:08:48,4190508","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\System32\wow64.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4190697","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\System32\wow64.dll","SUCCESS","AllocationSize: 245 760, EndOfFile: 243 200, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4191153","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\System32\wow64.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4192409","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\wow64win.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4193414","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\System32\wow64win.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4193651","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\System32\wow64win.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4193866","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\System32\wow64win.dll","SUCCESS","IndexNumber: 0x1000000006d81"
"15:08:48,4194107","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\System32\wow64win.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4194327","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\System32\wow64win.dll","SUCCESS","AllocationSize: 364 544, EndOfFile: 361 984, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4194871","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\System32\wow64win.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4196210","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4197210","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4197447","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4197667","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","IndexNumber: 0x1000000006d80"
"15:08:48,4197882","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4198079","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","AllocationSize: 16 384, EndOfFile: 13 312, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4198487","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4199830","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\kernel32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4200963","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4201222","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\System32\kernel32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4201454","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","IndexNumber: 0x1000000006740"
"15:08:48,4201687","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\System32\kernel32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4201871","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","AllocationSize: 1 163 264, EndOfFile: 1 161 216, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4202301","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\System32\kernel32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4203487","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4204505","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4204742","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4204952","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","IndexNumber: 0x100000000987d"
"15:08:48,4205176","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\kernel32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4205440","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","AllocationSize: 839 680, EndOfFile: 837 632, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4205892","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4207375","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\user32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4208437","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\System32\user32.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4208714","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\System32\user32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4208960","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\System32\user32.dll","SUCCESS","IndexNumber: 0x1000000006c5b"
"15:08:48,4209219","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\System32\user32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4209429","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\System32\user32.dll","SUCCESS","AllocationSize: 1 011 712, EndOfFile: 1 008 128, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4209987","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\System32\user32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4211330","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4212365","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4212646","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4212914","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","IndexNumber: 0x1000000009a3b"
"15:08:48,4213151","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\ntdll.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4213362","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","AllocationSize: 1 294 336, EndOfFile: 1 292 096, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4213893","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4215240","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\apisetschema.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4215697","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\System32\apisetschema.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
